Region,Gender,Year,Lowerbound,Upperbound,Mean_Estimate,Country,age_group,CI_WIDTH,Obesity_level,CI_Width,Condition
Europe,Male,2018,11.36446,13.37649,12.36671,SVN,Child,2.012030000000001,Low,2.012030000000001,Obesity
Eastern Mediterranean,Male,2019,2.0377,14.83469,6.94516,SDN,Child,12.796990000000001,Low,12.796990000000001,Obesity
,Both,2020,7.18387,7.929,7.54591,GLOBAL,Child,0.7451300000000005,Low,0.7451300000000005,Obesity
Western Pacific,Male,2014,8.85399,27.22391,17.56821,WSM,Child,18.36992,Low,18.36992,Obesity
Europe,Male,2019,7.24291,10.89863,8.94822,POL,Child,3.6557200000000005,Low,3.6557200000000005,Obesity
Americas,Female,2014,9.72252,21.15293,14.99578,DMA,Child,11.430410000000002,Low,11.430410000000002,Obesity
Africa,Female,2017,0.13939,1.43916,0.52522,MDG,Child,1.29977,Low,1.29977,Obesity
Europe,Both,2017,8.105,12.47379,10.12241,MKD,Child,4.368789999999999,Low,4.368789999999999,Obesity
,Female,2018,1.9951,3.22112,2.53404,WB_LI,Child,1.2260199999999999,Low,1.2260199999999999,Obesity
Europe,Male,2012,1.70791,13.94271,6.29172,LUX,Child,12.2348,Low,12.2348,Obesity
Europe,Male,2016,4.33712,7.39976,5.73418,KAZ,Child,3.06264,Low,3.06264,Obesity
Africa,Female,2017,0.6094,5.60757,2.42756,AGO,Child,4.99817,Low,4.99817,Obesity
Americas,Both,2022,12.52097,31.88917,21.8023,BLZ,Child,19.3682,Low,19.3682,Obesity
,Male,2013,14.60991,15.90207,15.25036,AMR,Child,1.2921600000000009,Low,1.2921600000000009,Obesity
Europe,Male,2017,9.36917,16.55876,12.44566,MKD,Child,7.189589999999999,Low,7.189589999999999,Obesity
Western Pacific,Female,2017,14.29561,17.34576,15.81008,NZL,Child,3.0501499999999986,Low,3.0501499999999986,Obesity
Americas,Female,2017,15.49027,28.17527,21.56636,CUB,Child,12.685,Low,12.685,Obesity
Americas,Female,2022,6.50162,29.09771,16.42774,TTO,Child,22.59609,Low,22.59609,Obesity
Africa,Both,2013,0.49216,1.244,0.79858,TZA,Child,0.7518400000000001,Low,0.7518400000000001,Obesity
Africa,Both,2012,0.30729,1.06086,0.5941,BFA,Child,0.7535699999999999,Low,0.7535699999999999,Obesity
Eastern Mediterranean,Both,2019,11.06791,23.43229,16.90887,Iraq,Child,12.364379999999999,Low,12.364379999999999,Obesity
Europe,Female,2013,3.07107,4.88211,3.90732,CZE,Child,1.8110399999999998,Low,1.8110399999999998,Obesity
Eastern Mediterranean,Female,2017,6.12637,8.79755,7.41253,"Iran, Islamic Republic of",Child,2.6711799999999997,Low,2.6711799999999997,Obesity
Eastern Mediterranean,Female,2012,11.83409,17.27881,14.47992,ARE,Child,5.44472,Low,5.44472,Obesity
,Both,2014,5.25443,5.96661,5.60176,WPR,Child,0.71218,Low,0.71218,Obesity
,Female,2016,5.69244,6.54162,6.08901,EUR,Child,0.8491799999999996,Low,0.8491799999999996,Obesity
Eastern Mediterranean,Both,2019,8.50872,11.48778,9.97693,"Iran, Islamic Republic of",Child,2.9790600000000005,Low,2.9790600000000005,Obesity
Africa,Female,2012,1.43329,5.1511,2.82203,CMR,Child,3.7178099999999996,Low,3.7178099999999996,Obesity
South-East Asia,Female,2021,1.05051,21.94456,8.13672,PRK,Child,20.89405,Low,20.89405,Obesity
,Female,2017,13.7852,15.56064,14.64511,AMR,Child,1.7754399999999997,Low,1.7754399999999997,Obesity
Western Pacific,Male,2018,8.73171,32.91815,19.67237,KIR,Child,24.186439999999997,Low,24.186439999999997,Obesity
South-East Asia,Both,2022,3.70122,15.057,8.46256,LKA,Child,11.35578,Low,11.35578,Obesity
Western Pacific,Male,2017,28.18443,44.29574,36.17221,COK,Child,16.111310000000003,High,16.111310000000003,Obesity
Eastern Mediterranean,Male,2017,14.81063,23.77412,19.20558,BHR,Child,8.96349,Low,8.96349,Obesity
Europe,Female,2015,9.75555,12.88679,11.27433,PRT,Child,3.13124,Low,3.13124,Obesity
Africa,Male,2019,0.42318,6.15012,2.29421,LSO,Child,5.72694,Low,5.72694,Obesity
Western Pacific,Male,2015,8.15181,27.61843,17.05736,KIR,Child,19.46662,Low,19.46662,Obesity
Africa,Male,2018,0.15634,5.85084,1.70906,BDI,Child,5.6945,Low,5.6945,Obesity
Eastern Mediterranean,Male,2015,6.89363,14.73074,10.33026,PSE,Child,7.837110000000001,Low,7.837110000000001,Obesity
Western Pacific,Both,2013,22.18472,26.98506,24.57769,TON,Child,4.800340000000002,Low,4.800340000000002,Obesity
Americas,Both,2018,8.70247,17.87175,13.02074,JAM,Child,9.169279999999999,Low,9.169279999999999,Obesity
Africa,Male,2021,5.40909,27.26443,14.67603,DZA,Child,21.85534,Low,21.85534,Obesity
Americas,Both,2018,14.87588,36.90119,25.50415,ATG,Child,22.025309999999998,Moderate,22.025309999999998,Obesity
South-East Asia,Both,2022,2.31802,16.70444,7.87843,PRK,Child,14.386420000000001,Low,14.386420000000001,Obesity
Americas,Female,2022,6.21201,29.42674,16.14426,JAM,Child,23.21473,Low,23.21473,Obesity
Eastern Mediterranean,Male,2020,2.80072,8.11136,5.08137,MAR,Child,5.310639999999999,Low,5.310639999999999,Obesity
Africa,Female,2017,0.48603,1.38088,0.85442,BFA,Child,0.8948500000000001,Low,0.8948500000000001,Obesity
Europe,Female,2019,5.77095,8.88292,7.22696,EST,Child,3.1119700000000003,Low,3.1119700000000003,Obesity
Europe,Female,2015,5.93676,8.53579,7.19721,ISR,Child,2.599030000000001,Low,2.599030000000001,Obesity
Europe,Both,2021,7.55218,11.53247,9.43051,POL,Child,3.98029,Low,3.98029,Obesity
Europe,Male,2018,17.36601,21.9369,19.63038,GRC,Child,4.570890000000002,Low,4.570890000000002,Obesity
Europe,Both,2018,7.84951,10.6882,9.21107,ISR,Child,2.8386899999999997,Low,2.8386899999999997,Obesity
Europe,Both,2021,1.65281,5.46343,3.21602,TKM,Child,3.81062,Low,3.81062,Obesity
Americas,Female,2020,6.88503,16.99719,11.49615,SLV,Child,10.11216,Low,10.11216,Obesity
Africa,Female,2016,1.2096,6.60993,3.1491,COD,Child,5.40033,Low,5.40033,Obesity
Americas,Male,2012,5.30524,25.06944,13.81064,SUR,Child,19.7642,Low,19.7642,Obesity
Europe,Female,2013,3.96596,6.62545,5.2092,SVK,Child,2.65949,Low,2.65949,Obesity
Western Pacific,Both,2022,3.56221,15.63468,8.64838,MNG,Child,12.07247,Low,12.07247,Obesity
Eastern Mediterranean,Female,2019,0.35926,9.31258,2.93256,SOM,Child,8.95332,Low,8.95332,Obesity
Africa,Male,2015,1.26201,5.89041,3.10683,UGA,Child,4.6284,Low,4.6284,Obesity
Europe,Both,2020,8.70277,11.44359,10.0435,EST,Child,2.740820000000001,Low,2.740820000000001,Obesity
Africa,Both,2020,3.95138,10.82307,6.62727,MRT,Child,6.871689999999999,Low,6.871689999999999,Obesity
South-East Asia,Male,2012,0.32658,2.12612,0.97154,BGD,Child,1.79954,Low,1.79954,Obesity
,Male,2012,7.56065,8.3116,7.92927,GLOBAL,Child,0.7509500000000005,Low,0.7509500000000005,Obesity
South-East Asia,Both,2019,8.5641,11.05621,9.7537,THA,Child,2.4921100000000003,Low,2.4921100000000003,Obesity
Western Pacific,Female,2018,3.4342,26.482,12.31144,FSM,Child,23.0478,Low,23.0478,Obesity
Americas,Both,2015,7.73033,28.63349,17.19215,SUR,Child,20.90316,Low,20.90316,Obesity
South-East Asia,Female,2015,1.3001,6.6435,3.32831,BTN,Child,5.343400000000001,Low,5.343400000000001,Obesity
Eastern Mediterranean,Both,2019,4.13967,7.00233,5.44822,PAK,Child,2.86266,Low,2.86266,Obesity
Europe,Both,2017,4.92101,7.5705,6.11725,LVA,Child,2.64949,Low,2.64949,Obesity
Europe,Both,2022,1.07679,5.42107,2.73426,TKM,Child,4.34428,Low,4.34428,Obesity
Americas,Both,2012,6.47652,21.94345,13.40889,GRD,Child,15.466929999999998,Low,15.466929999999998,Obesity
Americas,Female,2022,6.46837,19.80234,12.39304,PRY,Child,13.33397,Low,13.33397,Obesity
Eastern Mediterranean,Male,2015,23.64935,31.16842,27.38527,KWT,Child,7.519070000000003,Moderate,7.519070000000003,Obesity
Eastern Mediterranean,Female,2016,0.35849,7.12729,2.35402,DJI,Child,6.768800000000001,Low,6.768800000000001,Obesity
Western Pacific,Both,2012,1.93234,2.59334,2.24909,PHL,Child,0.661,Low,0.661,Obesity
Africa,Both,2013,0.83322,7.68673,3.17119,AGO,Child,6.85351,Low,6.85351,Obesity
South-East Asia,Male,2014,1.59163,2.16797,1.86686,IND,Child,0.5763399999999999,Low,0.5763399999999999,Obesity
Europe,Both,2015,7.72843,10.26911,8.94365,SVK,Child,2.540679999999999,Low,2.540679999999999,Obesity
Americas,Male,2019,6.47002,31.44317,17.15901,DOM,Child,24.973149999999997,Low,24.973149999999997,Obesity
Africa,Both,2012,0.37157,3.32101,1.36141,RWA,Child,2.9494399999999996,Low,2.9494399999999996,Obesity
Africa,Female,2013,0.81417,3.96839,2.0031,UGA,Child,3.15422,Low,3.15422,Obesity
Eastern Mediterranean,Both,2012,11.99007,24.14976,17.61623,ARE,Child,12.159690000000001,Low,12.159690000000001,Obesity
Eastern Mediterranean,Female,2016,2.33162,4.46876,3.29847,PAK,Child,2.1371399999999996,Low,2.1371399999999996,Obesity
Western Pacific,Female,2019,1.8365,2.78229,2.28703,JPN,Child,0.9457900000000001,Low,0.9457900000000001,Obesity
Africa,Both,2016,1.20905,4.40855,2.44099,COD,Child,3.1995,Low,3.1995,Obesity
,Female,2012,6.74458,9.23013,7.93796,EMR,Child,2.485550000000001,Low,2.485550000000001,Obesity
Africa,Both,2019,1.40379,11.51752,5.11119,COM,Child,10.113729999999999,Low,10.113729999999999,Obesity
Africa,Male,2019,0.11169,1.53365,0.57027,RWA,Child,1.42196,Low,1.42196,Obesity
Africa,Male,2016,0.211,3.7715,1.31939,CPV,Child,3.5605,Low,3.5605,Obesity
Europe,Male,2013,2.07214,18.68805,8.22001,ISL,Child,16.61591,Low,16.61591,Obesity
Americas,Female,2013,9.65377,23.71447,16.16194,BLZ,Child,14.060699999999999,Low,14.060699999999999,Obesity
Western Pacific,Male,2019,15.80667,19.34058,17.54612,NZL,Child,3.5339099999999988,Low,3.5339099999999988,Obesity
Europe,Both,2013,11.7519,14.79332,13.21169,BGR,Child,3.0414200000000005,Low,3.0414200000000005,Obesity
Africa,Female,2020,0.15696,1.71335,0.62038,MDG,Child,1.55639,Low,1.55639,Obesity
Americas,Male,2022,32.44051,54.84955,44.29659,CHL,Child,22.409039999999997,High,22.409039999999997,Obesity
Europe,Male,2022,8.06573,20.16743,13.38766,GEO,Child,12.1017,Low,12.1017,Obesity
Europe,Male,2012,11.16594,20.07822,15.41928,MNE,Child,8.91228,Low,8.91228,Obesity
Western Pacific,Female,2015,5.83024,31.45359,16.79701,TKL,Child,25.62335,Low,25.62335,Obesity
,Female,2018,2.3541,3.96194,3.06195,WB_LI,Child,1.60784,Low,1.60784,Obesity
Americas,Both,2017,28.04926,38.11556,33.10777,CHL,Child,10.066300000000002,High,10.066300000000002,Obesity
Africa,Male,2016,0.15568,4.57814,1.38858,MDG,Child,4.42246,Low,4.42246,Obesity
Americas,Both,2022,6.74806,9.93654,8.24235,GTM,Child,3.188480000000001,Low,3.188480000000001,Obesity
Europe,Female,2013,5.84107,8.15333,6.94301,AUT,Child,2.31226,Low,2.31226,Obesity
Americas,Male,2017,12.89023,31.2374,21.66113,KNA,Child,18.34717,Low,18.34717,Obesity
Western Pacific,Both,2020,11.14968,29.09231,19.71197,FSM,Child,17.94263,Low,17.94263,Obesity
,Male,2015,3.0141,6.13494,4.42268,WB_LI,Child,3.1208400000000003,Low,3.1208400000000003,Obesity
Europe,Male,2014,10.72065,14.13981,12.38933,HUN,Child,3.4191600000000015,Low,3.4191600000000015,Obesity
South-East Asia,Both,2021,2.30634,8.35933,4.84451,BTN,Child,6.052989999999999,Low,6.052989999999999,Obesity
Western Pacific,Both,2018,22.58738,34.90943,28.64525,TUV,Child,12.32205,Moderate,12.32205,Obesity
South-East Asia,Female,2016,3.53998,8.1288,5.54652,MDV,Child,4.58882,Low,4.58882,Obesity
Europe,Both,2019,7.37093,9.1993,8.26831,MNE,Child,1.8283699999999987,Low,1.8283699999999987,Obesity
Western Pacific,Female,2022,1.01585,3.6514,2.07701,VNM,Child,2.6355500000000003,Low,2.6355500000000003,Obesity
Africa,Female,2012,1.15386,3.77744,2.15262,KEN,Child,2.6235799999999996,Low,2.6235799999999996,Obesity
Europe,Male,2021,14.09778,21.84153,17.83341,BGR,Child,7.743749999999999,Low,7.743749999999999,Obesity
,Both,2017,3.69091,4.23643,3.95352,WB_LMI,Child,0.5455200000000002,Low,0.5455200000000002,Obesity
Africa,Both,2016,0.21743,2.50882,0.86498,MDG,Child,2.29139,Low,2.29139,Obesity
Africa,Female,2013,1.51638,11.78404,5.29478,MLI,Child,10.26766,Low,10.26766,Obesity
Europe,Both,2012,2.7941,13.23089,7.03368,ISL,Child,10.43679,Low,10.43679,Obesity
Western Pacific,Female,2022,14.48874,34.62299,24.24829,PYF,Child,20.13425,Low,20.13425,Obesity
Africa,Female,2015,0.45931,7.43348,2.52999,NAM,Child,6.97417,Low,6.97417,Obesity
Europe,Female,2015,3.02164,4.96366,3.93482,FRA,Child,1.9420199999999999,Low,1.9420199999999999,Obesity
Africa,Both,2020,6.77083,18.54613,12.03085,MUS,Child,11.775300000000001,Low,11.775300000000001,Obesity
Europe,Female,2017,5.68186,8.70458,7.11238,PRT,Child,3.0227199999999996,Low,3.0227199999999996,Obesity
Americas,Male,2021,9.43109,36.68878,22.55173,TTO,Child,27.257690000000004,Low,27.257690000000004,Obesity
Eastern Mediterranean,Female,2020,6.51182,14.4994,10.13271,PSE,Child,7.9875799999999995,Low,7.9875799999999995,Obesity
Africa,Both,2012,0.77926,6.42215,2.81016,CAF,Child,5.64289,Low,5.64289,Obesity
Western Pacific,Female,2021,3.00829,23.27232,10.96523,PNG,Child,20.26403,Low,20.26403,Obesity
Africa,Both,2022,1.36007,13.83346,5.57544,GMB,Child,12.47339,Low,12.47339,Obesity
Eastern Mediterranean,Both,2015,10.81929,18.68387,14.54144,Iraq,Child,7.864579999999998,Low,7.864579999999998,Obesity
Western Pacific,Female,2015,16.87641,26.06155,21.38812,PYF,Child,9.18514,Low,9.18514,Obesity
Western Pacific,Female,2015,2.05478,3.17688,2.58118,PHL,Child,1.1221,Low,1.1221,Obesity
Africa,Both,2020,1.03738,8.54045,3.60657,GNB,Child,7.50307,Low,7.50307,Obesity
Africa,Male,2015,0.44593,13.82955,4.37842,GMB,Child,13.383619999999999,Low,13.383619999999999,Obesity
Americas,Male,2015,11.1402,39.89039,24.83644,ATG,Child,28.750189999999996,Low,28.750189999999996,Obesity
Americas,Both,2020,9.38727,17.68788,13.324,PRY,Child,8.30061,Low,8.30061,Obesity
Europe,Male,2020,6.25504,12.97625,9.29632,SVK,Child,6.72121,Low,6.72121,Obesity
Americas,Both,2021,14.06564,19.9863,16.96345,URY,Child,5.92066,Low,5.92066,Obesity
Western Pacific,Both,2017,4.38336,22.39795,12.09809,PNG,Child,18.014590000000002,Low,18.014590000000002,Obesity
Western Pacific,Female,2014,0.49209,4.26034,1.87783,LAO,Child,3.76825,Low,3.76825,Obesity
Americas,Both,2019,12.94161,15.13789,14.01611,BRA,Child,2.19628,Low,2.19628,Obesity
Americas,Female,2016,4.13627,33.0085,16.19742,BMU,Child,28.87223,Low,28.87223,Obesity
Europe,Both,2017,9.58837,10.89715,10.22072,SVN,Child,1.3087800000000005,Low,1.3087800000000005,Obesity
Western Pacific,Both,2021,12.53395,17.17842,14.80317,CHN,Child,4.644469999999998,Low,4.644469999999998,Obesity
Africa,Female,2013,0.9853,2.65323,1.68841,GIN,Child,1.6679300000000001,Low,1.6679300000000001,Obesity
South-East Asia,Both,2016,0.80927,1.82505,1.23347,BGD,Child,1.01578,Low,1.01578,Obesity
Europe,Male,2015,4.14193,6.3198,5.18552,UKR,Child,2.1778699999999995,Low,2.1778699999999995,Obesity
,Both,2018,2.59088,3.73215,3.11613,AFR,Child,1.14127,Low,1.14127,Obesity
Africa,Male,2014,0.14436,3.91213,1.18871,MDG,Child,3.76777,Low,3.76777,Obesity
Europe,Both,2018,1.76895,2.67401,2.19599,UKR,Child,0.90506,Low,0.90506,Obesity
Europe,Both,2015,2.56469,4.97515,3.64331,MDA,Child,2.41046,Low,2.41046,Obesity
Americas,Both,2013,5.06512,7.21944,6.07384,GTM,Child,2.1543199999999993,Low,2.1543199999999993,Obesity
Europe,Female,2022,1.27287,13.66175,5.84801,BLR,Child,12.38888,Low,12.38888,Obesity
Western Pacific,Both,2013,14.20509,27.89219,20.68239,TON,Child,13.6871,Low,13.6871,Obesity
Americas,Male,2013,12.26705,36.65137,23.72417,KNA,Child,24.384320000000002,Low,24.384320000000002,Obesity
Europe,Both,2017,4.05043,10.93978,7.11252,BIH,Child,6.88935,Low,6.88935,Obesity
Americas,Both,2015,11.59629,14.78482,13.13071,ARG,Child,3.18853,Low,3.18853,Obesity
Western Pacific,Male,2022,19.76942,52.84091,37.00754,COK,Child,33.07149,High,33.07149,Obesity
Europe,Male,2022,9.50783,15.64901,12.42143,GBR,Child,6.14118,Low,6.14118,Obesity
Europe,Male,2012,11.56416,14.55182,13.00538,ESP,Child,2.98766,Low,2.98766,Obesity
Africa,Female,2019,0.91666,4.74977,2.28141,ZWE,Child,3.8331099999999996,Low,3.8331099999999996,Obesity
Americas,Both,2017,8.49373,17.6175,12.7887,BOL,Child,9.12377,Low,9.12377,Obesity
,Female,2014,2.27729,2.66954,2.46804,WB_LMI,Child,0.3922500000000002,Low,0.3922500000000002,Obesity
Europe,Female,2017,8.96361,10.88023,9.91448,GBR,Child,1.91662,Low,1.91662,Obesity
Western Pacific,Male,2022,31.71923,53.86971,43.11519,NIU,Child,22.150479999999998,High,22.150479999999998,Obesity
Americas,Male,2019,10.87242,17.17992,13.93931,ECU,Child,6.307499999999999,Low,6.307499999999999,Obesity
Africa,Male,2014,1.1187,4.26532,2.38689,LBR,Child,3.14662,Low,3.14662,Obesity
Africa,Male,2014,0.18107,2.42112,0.84323,RWA,Child,2.24005,Low,2.24005,Obesity
Europe,Male,2017,6.45151,8.21831,7.30148,CHE,Child,1.7668000000000008,Low,1.7668000000000008,Obesity
Africa,Male,2017,1.06736,11.61243,4.73597,BEN,Child,10.545069999999999,Low,10.545069999999999,Obesity
Europe,Male,2015,5.24335,8.00872,6.53765,NOR,Child,2.76537,Low,2.76537,Obesity
Africa,Female,2014,0.45286,6.03505,2.18248,LBR,Child,5.58219,Low,5.58219,Obesity
Europe,Male,2015,6.32084,8.05066,7.16257,CHE,Child,1.729820000000001,Low,1.729820000000001,Obesity
Europe,Male,2012,4.2002,9.62925,6.6587,GEO,Child,5.429050000000001,Low,5.429050000000001,Obesity
South-East Asia,Both,2017,1.88005,11.35498,5.56005,BTN,Child,9.474929999999999,Low,9.474929999999999,Obesity
Africa,Both,2017,6.35458,8.33946,7.32448,ZAF,Child,1.9848800000000004,Low,1.9848800000000004,Obesity
Americas,Male,2012,4.23727,24.79095,12.66196,PRI,Child,20.55368,Low,20.55368,Obesity
Americas,Both,2016,11.25194,14.40988,12.81125,ARG,Child,3.15794,Low,3.15794,Obesity
Americas,Male,2019,3.55601,13.31168,7.50432,SLV,Child,9.75567,Low,9.75567,Obesity
Africa,Male,2020,0.82658,14.66574,5.58852,CIV,Child,13.83916,Low,13.83916,Obesity
Eastern Mediterranean,Female,2019,12.6034,22.63947,17.24879,ARE,Child,10.036069999999999,Low,10.036069999999999,Obesity
Americas,Female,2018,6.28653,15.40283,10.32854,PRY,Child,9.116299999999999,Low,9.116299999999999,Obesity
Eastern Mediterranean,Female,2020,6.77225,11.5632,9.00631,"Iran, Islamic Republic of",Child,4.7909500000000005,Low,4.7909500000000005,Obesity
Africa,Male,2022,0.24116,10.53843,3.21853,ERI,Child,10.29727,Low,10.29727,Obesity
Western Pacific,Male,2020,19.04745,23.74715,21.31085,KOR,Child,4.6997,Low,4.6997,Obesity
Americas,Both,2019,8.86423,19.01324,13.63184,JAM,Child,10.14901,Low,10.14901,Obesity
Western Pacific,Female,2015,3.91621,5.01607,4.44188,KOR,Child,1.09986,Low,1.09986,Obesity
Africa,Both,2022,2.74986,5.62029,4.03551,GHA,Child,2.87043,Low,2.87043,Obesity
Americas,Both,2018,15.00665,17.46162,16.24042,MEX,Child,2.4549699999999994,Low,2.4549699999999994,Obesity
Europe,Female,2022,3.06458,7.74371,5.11372,UKR,Child,4.679130000000001,Low,4.679130000000001,Obesity
Europe,Male,2014,5.95286,8.82186,7.27609,CZE,Child,2.868999999999999,Low,2.868999999999999,Obesity
Americas,Female,2021,5.5834,8.97169,7.16462,GTM,Child,3.3882900000000005,Low,3.3882900000000005,Obesity
Africa,Female,2018,0.87694,9.18419,3.6859,CIV,Child,8.30725,Low,8.30725,Obesity
Europe,Female,2022,3.05779,6.78397,4.69122,POL,Child,3.7261800000000003,Low,3.7261800000000003,Obesity
Western Pacific,Male,2016,23.07821,50.2824,37.23839,NIU,Child,27.204190000000004,High,27.204190000000004,Obesity
Europe,Female,2016,8.20065,12.35532,10.17925,SRB,Child,4.154670000000001,Low,4.154670000000001,Obesity
Western Pacific,Both,2014,18.03258,20.82816,19.39309,PLW,Child,2.795580000000001,Low,2.795580000000001,Obesity
Americas,Female,2019,12.26232,33.96936,22.69769,ATG,Child,21.70704,Low,21.70704,Obesity
South-East Asia,Both,2018,2.48617,10.53981,5.80592,MMR,Child,8.05364,Low,8.05364,Obesity
Africa,Female,2021,1.70306,13.33542,5.95537,BWA,Child,11.632359999999998,Low,11.632359999999998,Obesity
Europe,Female,2021,3.07427,24.02875,11.40718,AZE,Child,20.95448,Low,20.95448,Obesity
Europe,Male,2019,4.71558,7.45858,6.0051,UKR,Child,2.7430000000000003,Low,2.7430000000000003,Obesity
Europe,Male,2017,11.41751,14.79701,13.05522,ROU,Child,3.3795,Low,3.3795,Obesity
Africa,Female,2019,0.68538,2.99276,1.567,MWI,Child,2.30738,Low,2.30738,Obesity
Africa,Male,2016,1.16657,4.37873,2.48199,NGA,Child,3.21216,Low,3.21216,Obesity
Americas,Female,2013,5.34579,14.3988,9.26634,VEN,Child,9.05301,Low,9.05301,Obesity
Africa,Female,2021,1.84845,5.21611,3.27809,GMB,Child,3.36766,Low,3.36766,Obesity
Europe,Female,2020,4.05581,9.15767,6.347,SWE,Child,5.101859999999999,Low,5.101859999999999,Obesity
Europe,Both,2021,2.18108,16.89297,7.79185,LUX,Child,14.711889999999999,Low,14.711889999999999,Obesity
Americas,Both,2019,15.12018,17.6605,16.38461,MEX,Child,2.5403199999999995,Low,2.5403199999999995,Obesity
Africa,Male,2012,0.38039,1.73977,0.92135,UGA,Child,1.35938,Low,1.35938,Obesity
Europe,Male,2022,5.63549,19.23259,11.47476,GEO,Child,13.597099999999998,Low,13.597099999999998,Obesity
,Male,2014,2.83284,5.79729,4.15999,WB_LI,Child,2.9644500000000003,Low,2.9644500000000003,Obesity
Western Pacific,Male,2016,15.58835,37.04984,25.59887,TON,Child,21.461490000000005,Moderate,21.461490000000005,Obesity
Americas,Male,2021,6.59597,34.43844,18.76181,DOM,Child,27.84247,Low,27.84247,Obesity
Western Pacific,Both,2013,20.28882,28.50359,24.34799,TUV,Child,8.214769999999998,Low,8.214769999999998,Obesity
Americas,Both,2020,8.64301,32.91643,20.02547,SUR,Child,24.273419999999998,Low,24.273419999999998,Obesity
Americas,Female,2022,16.08449,27.81888,21.79004,ARG,Child,11.734390000000001,Low,11.734390000000001,Obesity
Africa,Male,2013,0.30372,9.51941,2.90333,CPV,Child,9.21569,Low,9.21569,Obesity
,Male,2015,7.54512,9.5249,8.48563,EMR,Child,1.9797800000000008,Low,1.9797800000000008,Obesity
Eastern Mediterranean,Male,2019,2.3841,11.84333,6.14418,AFG,Child,9.45923,Low,9.45923,Obesity
Americas,Both,2014,17.44633,26.67852,21.92905,CUB,Child,9.23219,Low,9.23219,Obesity
Europe,Male,2012,9.20109,12.28024,10.66635,ESP,Child,3.0791499999999985,Low,3.0791499999999985,Obesity
Africa,Both,2019,0.35412,4.95524,1.74929,MDG,Child,4.60112,Low,4.60112,Obesity
Americas,Male,2021,9.48953,22.53231,15.69329,CRI,Child,13.042779999999999,Low,13.042779999999999,Obesity
Americas,Both,2018,9.6885,12.70414,11.14097,CAN,Child,3.015640000000001,Low,3.015640000000001,Obesity
Americas,Both,2015,8.75531,11.83093,10.21645,URY,Child,3.0756200000000007,Low,3.0756200000000007,Obesity
,Both,2021,10.8101,12.81227,11.78694,WB_UMI,Child,2.0021699999999996,Low,2.0021699999999996,Obesity
Western Pacific,Female,2015,9.99071,33.29251,20.76979,ASM,Child,23.3018,Low,23.3018,Obesity
Europe,Both,2015,5.25258,7.5127,6.30973,LTU,Child,2.2601199999999997,Low,2.2601199999999997,Obesity
Europe,Female,2015,4.12519,6.58174,5.30956,EST,Child,2.45655,Low,2.45655,Obesity
Africa,Male,2015,0.69463,13.64669,4.74925,MLI,Child,12.95206,Low,12.95206,Obesity
Africa,Both,2018,2.37311,3.73312,3.00701,GHA,Child,1.36001,Low,1.36001,Obesity
Africa,Both,2014,1.59575,4.89715,2.85523,BEN,Child,3.3014,Low,3.3014,Obesity
Europe,Female,2013,3.47517,5.8909,4.59141,NOR,Child,2.4157300000000004,Low,2.4157300000000004,Obesity
Americas,Female,2016,7.93141,14.58658,11.02664,CRI,Child,6.65517,Low,6.65517,Obesity
Western Pacific,Both,2013,20.18163,32.19546,26.06978,NRU,Child,12.013829999999999,Moderate,12.013829999999999,Obesity
Eastern Mediterranean,Both,2021,3.24788,13.8596,7.54143,YEM,Child,10.61172,Low,10.61172,Obesity
Americas,Both,2020,8.17552,29.11406,17.90897,BMU,Child,20.938539999999996,Low,20.938539999999996,Obesity
Western Pacific,Female,2015,1.90461,2.49857,2.19177,JPN,Child,0.59396,Low,0.59396,Obesity
Americas,Male,2015,7.1729,18.57601,12.36582,VEN,Child,11.40311,Low,11.40311,Obesity
Africa,Female,2013,10.14329,12.77675,11.42198,SYC,Child,2.6334599999999995,Low,2.6334599999999995,Obesity
Europe,Male,2014,4.99064,11.08863,7.6885,KAZ,Child,6.09799,Low,6.09799,Obesity
Eastern Mediterranean,Female,2018,6.42837,12.93916,9.41421,PSE,Child,6.510789999999999,Low,6.510789999999999,Obesity
Africa,Male,2020,0.93072,21.15084,7.91896,CIV,Child,20.220119999999998,Low,20.220119999999998,Obesity
South-East Asia,Both,2012,2.40455,3.04152,2.71474,IND,Child,0.6369699999999998,Low,0.6369699999999998,Obesity
South-East Asia,Female,2018,3.00919,18.27842,8.96045,MDV,Child,15.26923,Low,15.26923,Obesity
Americas,Both,2021,12.64812,30.57468,21.19148,BLZ,Child,17.926560000000002,Low,17.926560000000002,Obesity
Western Pacific,Female,2018,3.05589,22.91442,10.74938,MHL,Child,19.85853,Low,19.85853,Obesity
Eastern Mediterranean,Male,2015,13.8761,20.14462,16.94037,KWT,Child,6.2685200000000005,Low,6.2685200000000005,Obesity
Europe,Male,2020,0.72792,12.53906,4.56978,Greenland,Child,11.81114,Low,11.81114,Obesity
Eastern Mediterranean,Male,2015,2.83113,8.62163,5.32878,MAR,Child,5.7905,Low,5.7905,Obesity
Eastern Mediterranean,Both,2014,10.90991,18.35454,14.38991,BHR,Child,7.44463,Low,7.44463,Obesity
Eastern Mediterranean,Female,2015,2.95682,26.59172,12.18894,SYR,Child,23.6349,Low,23.6349,Obesity
Africa,Female,2022,2.02436,14.24294,6.6506,BWA,Child,12.218580000000001,Low,12.218580000000001,Obesity
